"Ictalurus_nebulosus" "benthic_detritus"
"Conochiloides_dossuarius" "Coregonus_artedii"
"Synchaeta_sp." "Coregonus_artedii"
"Leptodora_kindtii" "Coregonus_artedii"
"Colletheca_mutabilis" "Coregonus_artedii"
"Diaphanosoma_birgei" "Coregonus_artedii"
"copepod_nauplii" "Coregonus_artedii"
"Daphnia_catawba" "Notemigonus_crysoleucas"
"Daphnia_galeata" "Notemigonus_crysoleucas"
"Daphnia_longiremis" "Notemigonus_crysoleucas"
"Diaptomus_minutus" "Notemigonus_crysoleucas"
"Keratella_cochlearis" "Notemigonus_crysoleucas"
"Keratella_taurocephala" "Notemigonus_crysoleucas"
"Kelicottia_longispina" "Notemigonus_crysoleucas"
"Tropocyclops_prasinus" "Notemigonus_crysoleucas"
"Asplanchna_sp." "Notemigonus_crysoleucas"
"Holopedium_gibberum" "Notemigonus_crysoleucas"
"Mesocyclops_edax" "Notemigonus_crysoleucas"
"Cyclops_vernalis" "Notemigonus_crysoleucas"
"Trichocerca_cylindrica" "Notemigonus_crysoleucas"
"Ascomorpha_ecaudis" "Notemigonus_crysoleucas"
"Conochiloides_unicornis" "Notemigonus_crysoleucas"
"Epishura_lacustris" "Notemigonus_crysoleucas"
"Trichocerca_pusilla" "Notemigonus_crysoleucas"
"Gastropus_stylifer" "Notemigonus_crysoleucas"
"Polyarthra_major" "Notemigonus_crysoleucas"
"Polyarthra_euryptera" "Notemigonus_crysoleucas"
"Bosmina_longirostris" "Notemigonus_crysoleucas"
"Conochiloides_dossuarius" "Notemigonus_crysoleucas"
"Synchaeta_sp." "Notemigonus_crysoleucas"
"Leptodora_kindtii" "Notemigonus_crysoleucas"
"Colletheca_mutabilis" "Notemigonus_crysoleucas"
"Diaphanosoma_birgei" "Notemigonus_crysoleucas"
"copepod_nauplii" "Notemigonus_crysoleucas"
